Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,202650288477,section.collection.json.image_banner_crigqq.buttons_Jfc7Ya.button_label_1:1ftl0si5tlmms,ru,,, Termin buchen,Забронировать термин
ONLINE_STORE_THEME,202650288477,section.collection.json.image_banner_crigqq.buttons_Jfc7Ya.button_link_1:1t9w3rebbzpua,ru,,,shopify://collections,
ONLINE_STORE_THEME,202650288477,section.collection.json.rich_text_e8adBx.heading_QeiV39.heading:1rh13fmabc642,ru,,,"<em><strong>Behandlung</strong></em><strong>, der Sie vertrauen können</strong>","<em><strong>Лечение</strong></em><strong>, которому вы можете доверять</strong>"
ONLINE_STORE_THEME,202650288477,section.collection.json.rich_text_e8adBx.text_XWiqiP.text:28hihuizh2skd,ru,,,"<p>Jede Behandlung wird individuell auf Sie abgestimmt, um die bestmöglichen Ergebnisse zu erzielen - ganz im Einklang mit Ihrer natürlichen Schönheit.</p>","<p>Каждое лечение подбирается индивидуально, с учётом ваших особенностей, чтобы подчеркнуть вашу естественную красоту и достичь наилучших результатов</p>"
ONLINE_STORE_THEME,202650288477,section.collection.json.image_banner_kBLBrN.image:dnulwzjxe3nb,ru,,,shopify://shop_images/PHOTO-2025-05-01-00-00-19_4.jpg,
ONLINE_STORE_THEME,202650288477,section.collection.json.image_banner_kBLBrN.heading_JwqdcE.heading:1f6imoe2h5hh6,ru,,,<strong>Buchen Sie eine Termin</strong>,<strong>Запишитесь на прием</strong>
ONLINE_STORE_THEME,202650288477,section.collection.json.image_banner_kBLBrN.text_3RKJmm.text:lgbfkq0o24c4,ru,,,<em><strong>wählen Sie die beste Zeit für sich selbst</strong></em>,выберите лучшее время для себя
ONLINE_STORE_THEME,202650288477,section.collection.json.image_banner_kBLBrN.buttons_WhaDfy.button_label_1:1jewesmh6c2qd,ru,,,Termin buchen,Забронировать термин
ONLINE_STORE_THEME,202650288477,section.collection.json.image_banner_kBLBrN.buttons_WhaDfy.button_link_1:343lupkmg8l83,ru,,,shopify://collections,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_VjnArp.image:2h1ms6ualbots,ru,,,shopify://shop_images/Mezoterapiya.png,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_VjnArp.heading:3ixww65kz2467,ru,,,<strong>Mesotherapie</strong>,<strong>Мезотерапия</strong>
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_VjnArp.text:3huyu4f77deh6,ru,,,"<p>Die Mesotherapie ist eine schonende Behandlung, bei der eine Mischung aus Vitaminen, Mineralstoffen, Aminosäuren und Hyaluronsäure direkt in die Haut eingebracht wird. Diese Methode fördert die Hautregeneration, verbessert die Hautstruktur und sorgt für eine frische, strahlende Haut. Ideal zur Bekämpfung von Falten, Hautalterung und einem müden Hautbild.</p>","<p>Мезотерапия — Это малоинвазивная процедура, при которой смесь витаминов, минералов, аминокислот и гиалуроновой кислоты вводится непосредственно в кожу. Этот метод способствует регенерации кожи, улучшает структуру кожи и обеспечивает свежий, сияющий вид. Идеально подходит для борьбы с морщинами, старением кожи и уставшим видом кожи.</p>"
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_VjnArp.button_label:1mva5jop0p2uw,ru,,, Mehr erfahren ,Узнать больше
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_VjnArp.button_link:1thkv6j6nwm7y,ru,,,shopify://products/was-ist-ein-mesotherapie,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_k8tNEn.image:kwpibak5uddv,ru,,,shopify://shop_images/Botoks-lechenie.png,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_k8tNEn.heading:1t6icajx53r58,ru,,,<strong>Biorevitalisierung</strong>,<strong>Биоревитализация</strong>
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_k8tNEn.text:hmddrqo2ij4p,ru,,,"<p>Die Biorevitalisierung ist eine effektive Methode zur tiefenwirksamen Feuchtigkeitsversorgung der Haut. Hierbei werden spezielle Hyaluronsäure-Präparate in die Haut injiziert, die die Haut von innen heraus hydratisieren, die Elastizität verbessern und kleine Falten auffüllen. Eine hervorragende Behandlung für alle, die ihre Haut auf natürliche Weise verjüngen möchten.</p>","<p>Биоревитализация — это эффективный метод интенсивного увлажнения и восстановления кожи. В ходе процедуры в поверхностные слои кожи вводятся препараты на основе гиалуроновой кислоты, которые глубоко увлажняют, повышают упругость и эластичность, а также способствуют разглаживанию мелких морщин. Это отличный выбор для тех, кто стремится к естественному омоложению и восстановлению сияющего, свежего вида кожи.</p>"
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_k8tNEn.button_label:31dvaajek3eaz,ru,,,Mehr erfahren ,Узнать больше
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_k8tNEn.button_link:sso84viutqod,ru,,,shopify://products/biorevitalisierung-der-haut,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_6qiBmq.image:1i2uo2v3e706p,ru,,,shopify://shop_images/Biorivitalizatsiya.png,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_6qiBmq.heading:te2dp125cja6,ru,,,<strong>Faltenunterspritzung mit Fillern</strong>,<strong>Контурная пластика морщин</strong>
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_6qiBmq.text:mvg58zkfoqej,ru,,,"<p>Mit Fillern (z.B. Hyaluronsäure) können wir Falten gezielt auffüllen und verlorenes Volumen wiederherstellen. Diese Behandlung eignet sich besonders für die Faltenbehandlung im Gesicht, zum Auffüllen von Wangen, Lippen oder Nasolabialfalten. Das Ergebnis ist ein frisches und harmonisches Aussehen – ganz ohne Operation.</p>","<p>С помощью наполнителей (например, гиалуроновой кислоты) мы можем целенаправленно заполнять морщины и восстанавливать утраченный объем. Эта процедура особенно подходит для лечения морщин на лице, для заполнения щек, губ или носогубных складок. Результат — свежий и гармоничный вид — совершенно без операции.</p>"
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_6qiBmq.button_label:199xh1a55oont,ru,,,Mehr erfahren ,Узнать больше
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_6qiBmq.button_link:quqh2evnu7en,ru,,,shopify://products/was-ist-ein-hyaluronsaure,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_V3rhMb.image:32g7bobrbq9kh,ru,,,shopify://shop_images/Konturnaya_plastika_morschin.png,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_V3rhMb.heading:vp7qsv3118f2,ru,,,<strong>Botox-Behandlung</strong>,<strong>Ботокс-лечение</strong>
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_V3rhMb.text:2x9v5gsqajc6j,ru,,,"<p>Die Botox-Behandlung ist eine der bekanntesten Methoden, um Mimikfalten zu glätten. Botox entspannt gezielt die Gesichtsmuskeln, die für die Bildung von Linien und Falten verantwortlich sind. Diese Behandlung sorgt für ein glatteres, jüngeres Aussehen, ohne dabei die natürliche Mimik zu beeinträchtigen.</p>","<p>Ботокс-лечение является одним из самых известных методов для разглаживания мимических морщин. Ботокс целенаправленно расслабляет мышцы лица, которые отвечают за образование линий и морщин. Эта процедура обеспечивает более гладкий, молодой вид, не нарушая при этом естественную мимику.</p>"
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_V3rhMb.button_label:4mb8kvn3bsm1,ru,,,Mehr erfahren ,Узнать больше
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_V3rhMb.button_link:2ptiufjx6lnpb,ru,,,shopify://products/was-ist-ein-botox-behandlung,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_8PVaih.image:bdo7avejsfzz,ru,,,shopify://shop_images/Lipoliz.png,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_8PVaih.heading:1neucuwditgwg,ru,,,<strong>Lipolyse</strong>,<strong>Липолиз</strong>
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_8PVaih.text:ptra85rq8ujp,ru,,,"<p>Die Lipolyse ist eine nicht-invasive Methode zur gezielten Fettreduktion. Bei dieser Behandlung werden spezielle Substanzen in das Fettgewebe injiziert, die die Fettzellen auflösen und die Haut straffen. Besonders geeignet für die Behandlung von Fettpolstern an problematischen Stellen wie dem Kinn, den Oberschenkeln oder dem Bauch.</p>","<p>Липолиз — это неинвазивный метод целенаправленного уменьшения жира. В ходе этой процедуры специальные вещества вводятся в жировую ткань, которые растворяют жировые клетки и подтягивают кожу. Особенно подходит для лечения жировых отложений в проблемных местах, таких как подбородок, бедра или живот.</p>"
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_8PVaih.button_label:3a5arxjwan9sn,ru,,, Mehr erfahren ,Узнать больше
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_8PVaih.button_link:1zj4y2mdxav1t,ru,,,shopify://products/was-ist-ein-lipolyse,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_ELpHJK.image:3trv3innyi1w1,ru,,,shopify://shop_images/Korrektsiya_gub.png,
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_ELpHJK.heading:23oqt713uglxa,ru,,,<strong>Lippenkorrektur (Lippenvergrößerung)</strong>,<strong>Коррекция губ (увеличение губ)</strong>
ONLINE_STORE_THEME,202650288477,section.collection.json.multirow_MyVaVy.row_ELpHJK.text:2plw42djpgm2z,ru,,,"<p>Mit der Lippenkorrektur können wir Ihre Lippen in Form und Volumen verbessern, um ein symmetrisches, jugendliches Aussehen zu erzielen. Ob Sie Ihre Lippen volleren oder definierten möchten – mit der Injektion von Hyaluronsäure können wir das gewünschte Ergebnis erzielen. Diese Behandlung sorgt für natürliche, harmonische Ergebnisse, die Ihre Persönlichkeit unterstreichen.</p>","<p>С помощью коррекции губ мы можем улучшить форму и объем ваших губ, чтобы достичь симметричного, молодого внешнего вида. Хотите ли вы сделать губы более полными или четко очерченными – с помощью инъекции гиалуроновой кислоты мы можем достичь желаемого результата. Эта процедура обеспечивает естественные, гармоничные результаты, которые подчеркивают вашу индивидуальность.</p>"
